,Effort,Strategy,Threshold,Listening_prob,AUCResult,AUCLow,AUCUpp,type,intervention cost,datacost,totalcost,costbenefit,mincost,maxcost
163,10,Cluster 11,3,0.2,4.606849315,3.97260274,5.246575342,other,146,,146,0.031553762,0.027209608,0.035935448
164,10,Cluster 11,3,0.8,5.676712329,5.424657534,5.726027397,other,146,,146,0.038881591,0.037155189,0.039219366
165,10,Cluster 12,1,0.2,62.25958904,58.63013699,67.05479452,other,146,,146,0.426435541,0.401576281,0.459279415
166,10,Cluster 12,1,0.8,81.46027397,81.01369863,81.8630137,other,146,,146,0.557947082,0.554888347,0.560705573
167,10,Cluster 12,3,0.2,5.181506849,3.904109589,5.602739726,other,146,,146,0.035489773,0.026740477,0.03837493
168,10,Cluster 12,3,0.8,5.878082192,5.808219178,5.931506849,other,146,,146,0.040260837,0.039782323,0.040626759
169,10,Cluster 13,1,0.2,66.65342466,61.98630137,70.95890411,other,146,,146,0.456530306,0.424563708,0.486019891
170,10,Cluster 13,1,0.8,83.08082192,82.02739726,83.52054795,other,146,,146,0.569046725,0.561831488,0.572058548
171,10,Cluster 13,3,0.2,3.473287671,3.342465753,3.561643836,other,146,,146,0.023789642,0.022893601,0.024394821
172,10,Cluster 13,3,0.8,3.556849315,3.520547945,3.561643836,other,146,,146,0.024361982,0.024113342,0.024394821
173,10,Cluster 14,1,0.2,65.0369863,60.12328767,71.21917808,other,146,,146,0.44545881,0.41180334,0.48780259
174,10,Cluster 14,1,0.8,83.21027397,82.28767123,83.61643836,other,146,,146,0.569933383,0.563614187,0.572715331
175,10,Cluster 14,3,0.2,3.323287671,2.98630137,3.493150685,other,146,,146,0.022762244,0.020454119,0.02392569
176,10,Cluster 14,3,0.8,3.531506849,3.506849315,3.547945205,other,146,,146,0.024188403,0.024019516,0.024300995
177,10,Cluster 15,1,0.2,63.14383562,57.20547945,67.16438356,other,146,,146,0.432492025,0.391818352,0.460030024
178,10,Cluster 15,1,0.8,81.79520548,81.26027397,82.28767123,other,146,,146,0.560241133,0.556577219,0.563614187
179,10,Cluster 15,3,0.2,5.576712329,3.904109589,7.767123288,other,146,,146,0.03819666,0.026740477,0.053199475
180,10,Cluster 15,3,0.8,9.211643836,8.904109589,9.410958904,other,146,,146,0.063093451,0.060987052,0.064458623
181,10,Cluster 16,1,0.2,69.15,64.52054795,71.02739726,other,146,,146,0.473630137,0.441921561,0.486489022
182,10,Cluster 16,1,0.8,84.45821918,84.06849315,84.75342466,other,146,,146,0.578480953,0.575811597,0.580502909
183,10,Cluster 16,3,0.2,2.995890411,2.945205479,3.01369863,other,146,,146,0.020519797,0.02017264,0.020641771
184,10,Cluster 16,3,0.8,3.01369863,3.01369863,3.01369863,other,146,,146,0.020641771,0.020641771,0.020641771
185,10,Cluster 17,1,0.2,65.87534247,61.94520548,69.21917808,other,146,,146,0.451200976,0.424282229,0.474103959
186,10,Cluster 17,1,0.8,82.77945205,82.02739726,83.20547945,other,146,,146,0.566982548,0.561831488,0.569900544
187,10,Cluster 17,3,0.2,5.173972603,3.849315068,6,other,146,,146,0.035438169,0.026365172,0.04109589
188,10,Cluster 17,3,0.8,6.652739726,6.479452055,6.739726027,other,146,,146,0.04556671,0.044379809,0.046162507
189,10,Cluster 18,1,0.2,66.58561644,63.01369863,70.90410959,other,146,,146,0.456065866,0.431600676,0.485644586
190,10,Cluster 18,1,0.8,84.39520548,83.84931507,84.89041096,other,146,,146,0.578049353,0.574310377,0.581441171
191,10,Cluster 18,3,0.2,2.939726027,2.753424658,3.01369863,other,146,,146,0.02013511,0.018859073,0.020641771
192,10,Cluster 18,3,0.8,3.010273973,3,3.01369863,other,146,,146,0.020618315,0.020547945,0.020641771
193,10,Cluster 19,1,0.2,67.29178082,61.04109589,72.15068493,other,146,,146,0.460902608,0.418089698,0.494182774
194,10,Cluster 19,1,0.8,84.57808219,84.20547945,84.8630137,other,146,,146,0.579301933,0.576749859,0.581253518
195,10,Cluster 19,3,0.2,4.465753425,4,4.753424658,other,146,,146,0.030587352,0.02739726,0.032557703
196,10,Cluster 19,3,0.8,4.867123288,4.821917808,4.890410959,other,146,,146,0.033336461,0.033026834,0.033495965
197,10,Cluster 20,1,0.2,67.12876712,63.42465753,71.61643836,other,146,,146,0.459786076,0.434415463,0.49052355
198,10,Cluster 20,1,0.8,83.81849315,83.23287671,84.20547945,other,146,,146,0.574099268,0.570088197,0.576749859
199,10,Cluster 20,3,0.2,4.931506849,4.438356164,5.465753425,other,146,,146,0.033777444,0.0303997,0.037436667
200,10,Cluster 20,3,0.8,5.828767123,5.712328767,5.876712329,other,146,,146,0.039923062,0.03912554,0.040251454
201,10,Cluster 21,1,0.2,70.01506849,65.32876712,73.09589041,other,146,,146,0.479555264,0.447457309,0.500656784
202,10,Cluster 21,1,0.8,85.25958904,84.5890411,85.57534247,other,146,,146,0.583969788,0.579376994,0.586132483
203,10,Cluster 21,3,0.2,5.92260274,5.02739726,6.767123288,other,146,,146,0.040565772,0.034434228,0.04635016
204,10,Cluster 21,3,0.8,7.75,7.520547945,7.917808219,other,146,,146,0.053082192,0.051510602,0.054231563
205,10,Cluster 22,1,0.2,57.89383562,51.50684932,63.65753425,other,146,,146,0.396533121,0.352786639,0.436010509
206,10,Cluster 22,1,0.8,79.93356164,79.02739726,80.35616438,other,146,,146,0.547490148,0.541283543,0.550384688
207,10,Cluster 22,3,0.2,2.739726027,2.739726027,2.739726027,other,146,,146,0.018765247,0.018765247,0.018765247
208,10,Cluster 22,3,0.8,2.739726027,2.739726027,2.739726027,other,146,,146,0.018765247,0.018765247,0.018765247
209,10,Cluster 23,1,0.2,64.66506849,59.94520548,68.4109589,other,146,,146,0.442911428,0.410583599,0.468568212
210,10,Cluster 23,1,0.8,83.03972603,82.4109589,83.49315068,other,146,,146,0.568765247,0.564458623,0.571870895
211,10,Cluster 23,3,0.2,3.089726027,2.739726027,3.205479452,other,146,,146,0.021162507,0.018765247,0.021955339
212,10,Cluster 23,3,0.8,3.231506849,3.205479452,3.246575342,other,146,,146,0.022133609,0.021955339,0.022236817
213,10,Cluster 24,1,0.2,69.26917808,65.45205479,73.19178082,other,146,,146,0.474446425,0.448301745,0.501313567
214,10,Cluster 24,1,0.8,84.65273973,83.8630137,85.1369863,other,146,,146,0.579813286,0.574404203,0.583130043
215,10,Cluster 24,3,0.2,6.081506849,4.657534247,6.97260274,other,146,,146,0.041654157,0.031900919,0.047757553
216,10,Cluster 24,3,0.8,8.730136986,8.506849315,8.808219178,other,146,,146,0.059795459,0.058266091,0.060330268
217,10,Cluster 25,1,0.2,65.34520548,59.54794521,69.01369863,other,146,,146,0.447569901,0.407862638,0.472696566
218,10,Cluster 25,1,0.8,82.80684932,82.34246575,83.08219178,other,146,,146,0.567170201,0.563989491,0.569056108
219,10,Cluster 25,3,0.2,3.592465753,3.273972603,3.780821918,other,146,,146,0.02460593,0.02242447,0.025896041
220,10,Cluster 25,3,0.8,3.79109589,3.780821918,3.794520548,other,146,,146,0.02596641,0.025896041,0.025989867
221,10,Cluster 26,1,0.2,65.89863014,61.90410959,69.42465753,other,146,,146,0.45136048,0.424000751,0.475511353
222,10,Cluster 26,1,0.8,83.44246575,83.09589041,83.73972603,other,146,,146,0.571523738,0.569149934,0.573559767
223,10,Cluster 26,3,0.2,3.710273973,3.493150685,3.794520548,other,146,,146,0.025412835,0.02392569,0.025989867
224,10,Cluster 26,3,0.8,3.830821918,3.808219178,3.835616438,other,146,,146,0.026238506,0.026083693,0.026271345
225,10,Cluster 27,1,0.2,66.03835616,59.04109589,70.02739726,other,146,,146,0.452317508,0.404391068,0.479639707
226,10,Cluster 27,1,0.8,83.16164384,82.47945205,83.56164384,other,146,,146,0.5696003,0.564927754,0.572340026
227,10,Cluster 27,3,0.2,4.029452055,3.808219178,4.246575342,other,146,,146,0.027598987,0.026083693,0.029086132
228,10,Cluster 27,3,0.8,4.334931507,4.301369863,4.356164384,other,146,,146,0.029691312,0.029461437,0.029836742
229,10,Cluster 28,1,0.2,63.33835616,57.47945205,67.95890411,other,146,,146,0.433824357,0.393694877,0.465471946
230,10,Cluster 28,1,0.8,82.29178082,81.68493151,82.87671233,other,146,,146,0.563642334,0.559485832,0.567648715
231,10,Cluster 28,3,0.2,4.116438356,3.534246575,4.452054795,other,146,,146,0.028194783,0.024207168,0.030493526
232,10,Cluster 28,3,0.8,4.588356164,4.452054795,4.616438356,other,146,,146,0.031427097,0.030493526,0.031619441
233,10,Cluster 29,1,0.2,67,64.87671233,69.75342466,other,146,,146,0.45890411,0.444361043,0.477763183
234,10,Cluster 29,1,0.8,82.98493151,82.49315068,83.53424658,other,146,,146,0.568389942,0.56502158,0.572152374
235,10,Cluster 29,3,0.2,8.057534247,5.712328767,9.684931507,other,146,,146,0.055188591,0.03912554,0.066335147
236,10,Cluster 29,3,0.8,10.68082192,10.52054795,10.78082192,other,146,,146,0.073156315,0.072058548,0.073841246
237,10,Cluster 30,1,0.2,70.02739726,65.67123288,73.90410959,other,146,,146,0.479639707,0.449802965,0.506192531
238,10,Cluster 30,1,0.8,84.59452055,84.16438356,85.01369863,other,146,,146,0.579414524,0.576468381,0.582285607
239,10,Cluster 30,3,0.2,4.80890411,4.219178082,5.136986301,other,146,,146,0.032937699,0.02889848,0.035184838
240,10,Cluster 30,3,0.8,5.391780822,5.342465753,5.424657534,other,146,,146,0.036930006,0.036592231,0.037155189
241,20,Cluster 1,1,0.2,74.89041096,71.2739726,77.90410959,other,348,,348,0.21520233,0.204810266,0.223862384
242,20,Cluster 1,1,0.8,87.65136986,87.2739726,87.89041096,other,348,,348,0.251871752,0.250787278,0.252558652
243,20,Cluster 1,3,0.2,8.139041096,7.589041096,8.671232877,other,348,,348,0.023388049,0.021807589,0.024917336
244,20,Cluster 1,3,0.8,8.919178082,8.863013699,8.945205479,other,348,,348,0.025629822,0.02546843,0.025704613
245,20,Cluster 2,1,0.2,73.8609589,71.36986301,78.54794521,other,348,,348,0.212244135,0.205085813,0.225712486
246,20,Cluster 2,1,0.8,87.26780822,87.02739726,87.47945205,other,348,,348,0.250769564,0.250078728,0.251377736
247,20,Cluster 2,3,0.2,7.32260274,6.684931507,7.698630137,other,348,,348,0.021041962,0.019209573,0.0221225
248,20,Cluster 2,3,0.8,8.226712329,8.109589041,8.273972603,other,348,,348,0.023639978,0.023303417,0.023775783
249,20,Cluster 3,1,0.2,74.95890411,72.02739726,78.21917808,other,348,,348,0.21539915,0.206975279,0.224767753
250,20,Cluster 3,1,0.8,88.03356164,87.69863014,88.28767123,other,348,,348,0.252970005,0.252007558,0.253700205
251,20,Cluster 3,3,0.2,7.451369863,6.863013699,7.863013699,other,348,,348,0.021411982,0.019721304,0.022594867
252,20,Cluster 3,3,0.8,8.061643836,7.97260274,8.095890411,other,348,,348,0.023165643,0.022909778,0.023264053
253,20,Cluster 4,1,0.2,74.11232877,72.02739726,76.19178082,other,348,,348,0.212966462,0.206975279,0.218941899
254,20,Cluster 4,1,0.8,86.9760274,86.30136986,87.21917808,other,348,,348,0.249931113,0.247992442,0.250629822
255,20,Cluster 4,3,0.2,12.99452055,11.68493151,14.82191781,other,348,,348,0.037340576,0.033577389,0.042591718
256,20,Cluster 4,3,0.8,16.23287671,16.06849315,16.31506849,other,348,,348,0.046646197,0.046173831,0.046882381
257,20,Cluster 5,1,0.2,74.10136986,70.57534247,76.39726027,other,348,,348,0.212934971,0.202802708,0.219532357
258,20,Cluster 5,1,0.8,88.07465753,87.47945205,88.35616438,other,348,,348,0.253088096,0.251377736,0.253897024
259,20,Cluster 5,3,0.2,6.262328767,5.917808219,6.424657534,other,348,,348,0.017995198,0.017005196,0.01846166
260,20,Cluster 5,3,0.8,6.533561644,6.479452055,6.547945205,other,348,,348,0.018774602,0.018619115,0.018815934
261,20,Cluster 6,1,0.2,73.6869863,69.80821918,76.38356164,other,348,,348,0.211744214,0.200598331,0.219492993
262,20,Cluster 6,1,0.8,87.2760274,86.83561644,87.75342466,other,348,,348,0.250793182,0.249527633,0.252165013
263,20,Cluster 6,3,0.2,10.87534247,10.06849315,11.67123288,other,348,,348,0.031250984,0.028932452,0.033538026
264,20,Cluster 6,3,0.8,12.90136986,12.76712329,12.98630137,other,348,,348,0.037072902,0.036687136,0.037316958
265,20,Cluster 7,1,0.2,75.63013699,73.12328767,79.06849315,other,348,,348,0.21732798,0.21012439,0.227208314
266,20,Cluster 7,1,0.8,88.19383562,87.73972603,88.50684932,other,348,,348,0.253430562,0.25212565,0.254330027
267,20,Cluster 7,3,0.2,7.684931507,7.01369863,8.589041096,other,348,,348,0.022083137,0.020154306,0.024681153
268,20,Cluster 7,3,0.8,9.140410959,9.02739726,9.232876712,other,348,,348,0.026265549,0.025940797,0.026531255
269,20,Cluster 8,1,0.2,74.43972603,71.87671233,76.60273973,other,348,,348,0.213907259,0.206542277,0.220122815
270,20,Cluster 8,1,0.8,87.4739726,87.15068493,87.84931507,other,348,,348,0.25136199,0.250433003,0.252440561
271,20,Cluster 8,3,0.2,7.476712329,6.643835616,7.97260274,other,348,,348,0.021484806,0.019091482,0.022909778
272,20,Cluster 8,3,0.8,8.097945205,8.02739726,8.136986301,other,348,,348,0.023269957,0.023067234,0.023382145
273,20,Cluster 9,1,0.2,67.68561644,62.60273973,71.5890411,other,348,,348,0.194498898,0.17989293,0.205715635
274,20,Cluster 9,1,0.8,84.26986301,83.67123288,84.69863014,other,348,,348,0.242154779,0.240434577,0.243386868
275,20,Cluster 9,3,0.2,7.28630137,6.98630137,7.547945205,other,348,,348,0.020937648,0.020075579,0.021689498
276,20,Cluster 9,3,0.8,7.818493151,7.767123288,7.849315068,other,348,,348,0.022466934,0.02231932,0.022555503
277,20,Cluster 10,1,0.2,76.31438356,74.31506849,79.04109589,other,348,,348,0.219294206,0.213549047,0.227129586
278,20,Cluster 10,1,0.8,88.0760274,87.93150685,88.21917808,other,348,,348,0.253092033,0.252676744,0.253503385
279,20,Cluster 10,3,0.2,11.21438356,9.657534247,12.39726027,other,348,,348,0.03222524,0.027751535,0.035624311
280,20,Cluster 10,3,0.8,13.86232877,13.68493151,13.95890411,other,348,,348,0.039834278,0.039324516,0.040111793
281,20,Cluster 11,1,0.2,75.74178082,72.78082192,78.15068493,other,348,,348,0.217648795,0.209140293,0.224570934
282,20,Cluster 11,1,0.8,87.79657534,87.36986301,88.06849315,other,348,,348,0.25228901,0.251062825,0.253070383
283,20,Cluster 11,3,0.2,9.532191781,8.616438356,10.73972603,other,348,,348,0.027391356,0.02475988,0.030861282
284,20,Cluster 11,3,0.8,12.03767123,11.8630137,12.12328767,other,348,,348,0.034591009,0.03408912,0.034837034
285,20,Cluster 12,1,0.2,77.42054795,74.32876712,79.68493151,other,348,,348,0.222472839,0.213588411,0.228979688
286,20,Cluster 12,1,0.8,89.11780822,88.7260274,89.39726027,other,348,,348,0.256085656,0.254959849,0.256888679
287,20,Cluster 12,3,0.2,10.4369863,8.602739726,11.7260274,other,348,,348,0.02999134,0.024720516,0.033695481
288,20,Cluster 12,3,0.8,13.11575342,12.7260274,13.30136986,other,348,,348,0.037688947,0.036569044,0.038222327
289,20,Cluster 13,1,0.2,76.69178082,74.34246575,80.1369863,other,348,,348,0.220378681,0.213627775,0.230278696
290,20,Cluster 13,1,0.8,88.64041096,88.34246575,88.8630137,other,348,,348,0.254713825,0.25385766,0.255353488
291,20,Cluster 13,3,0.2,11.44041096,9.520547945,13.32876712,other,348,,348,0.032874744,0.027357896,0.038301055
292,20,Cluster 13,3,0.8,17.92465753,16.52054795,18.2739726,other,348,,348,0.051507637,0.047472839,0.052511416
293,20,Cluster 14,1,0.2,74.30753425,70,77.1369863,other,348,,348,0.213527397,0.201149425,0.221658007
294,20,Cluster 14,1,0.8,87.48013699,86.89041096,87.76712329,other,348,,348,0.251379704,0.249685089,0.252204377
295,20,Cluster 14,3,0.2,11.88630137,10.50684932,13.36986301,other,348,,348,0.034156038,0.030192096,0.038419147
296,20,Cluster 14,3,0.8,14.52534247,14.36986301,14.63013699,other,348,,348,0.04173949,0.04129271,0.042040624
297,20,Cluster 15,1,0.2,72.99589041,70.45205479,75.91780822,other,348,,348,0.209758306,0.202448433,0.218154621
298,20,Cluster 15,1,0.8,87.08561644,86.7260274,87.34246575,other,348,,348,0.250246024,0.249212722,0.250984097
299,20,Cluster 15,3,0.2,9.831506849,8.739726027,10.80821918,other,348,,348,0.028251456,0.025114155,0.031058101
300,20,Cluster 15,3,0.8,14.21506849,13.32876712,14.69863014,other,348,,348,0.040847898,0.038301055,0.042237443
301,20,Cluster 16,1,0.2,74.04109589,71.02739726,76.20547945,other,348,,348,0.21276177,0.204101716,0.218981263
302,20,Cluster 16,1,0.8,87.4239726,87.1369863,87.69863014,other,348,,348,0.251218312,0.250393639,0.252007558
303,20,Cluster 16,3,0.2,11.29315068,9.671232877,12.71232877,other,348,,348,0.032451582,0.027790899,0.03652968
304,20,Cluster 16,3,0.8,16.5260274,15.84931507,17.21917808,other,348,,348,0.047488584,0.045544009,0.049480397
305,20,Cluster 17,1,0.2,72.85205479,69.17808219,76.5890411,other,348,,348,0.209344985,0.198787593,0.220083451
306,20,Cluster 17,1,0.8,87.55068493,87.23287671,87.82191781,other,348,,348,0.251582428,0.250669186,0.252361833
307,20,Cluster 17,3,0.2,5.565068493,5.232876712,5.726027397,other,348,,348,0.015991576,0.015037002,0.016454102
308,20,Cluster 17,3,0.8,5.719863014,5.698630137,5.726027397,other,348,,348,0.016436388,0.016375374,0.016454102
309,20,Cluster 18,1,0.2,75.73493151,73.7260274,78.04109589,other,348,,348,0.217629114,0.211856401,0.224256023
310,20,Cluster 18,1,0.8,88.11164384,87.67123288,88.4109589,other,348,,348,0.253194379,0.25192883,0.25405448
311,20,Cluster 18,3,0.2,12.08424658,9.98630137,13.76712329,other,348,,348,0.034724846,0.028696268,0.039560699
312,20,Cluster 18,3,0.8,15.75273973,15.52054795,15.87671233,other,348,,348,0.045266493,0.044599276,0.045622737
313,20,Cluster 19,1,0.2,77.08630137,74.20547945,79.53424658,other,348,,348,0.22151236,0.213234136,0.228546686
314,20,Cluster 19,1,0.8,88.28082192,87.90410959,88.52054795,other,348,,348,0.253680523,0.252598016,0.254369391
315,20,Cluster 19,3,0.2,15.52123288,12.1369863,17.87671233,other,348,,348,0.044601244,0.034876397,0.051369863
316,20,Cluster 19,3,0.8,22.63972603,22.02739726,22.91780822,other,348,,348,0.065056684,0.063297119,0.065855771
317,20,Cluster 20,1,0.2,76.83561644,74.20547945,79.53424658,other,348,,348,0.220792001,0.213234136,0.228546686
318,20,Cluster 20,1,0.8,88.89383562,88.46575342,89.08219178,other,348,,348,0.255442056,0.254211935,0.25598331
319,20,Cluster 20,3,0.2,9.052054795,8.452054795,9.712328767,other,348,,348,0.026011652,0.024287514,0.027908991
320,20,Cluster 20,3,0.8,10.21027397,10.1369863,10.26027397,other,348,,348,0.029339868,0.029129271,0.029483546
321,20,Cluster 21,1,0.2,74.75342466,71.71232877,78.90410959,other,348,,348,0.214808692,0.20606991,0.226735947
322,20,Cluster 21,1,0.8,88.01027397,87.63013699,88.35616438,other,348,,348,0.252903086,0.251810738,0.253897024
323,20,Cluster 21,3,0.2,12.58835616,11.26027397,13.95890411,other,348,,348,0.036173437,0.032357109,0.040111793
324,20,Cluster 21,3,0.8,19.07876712,18.09589041,19.63013699,other,348,,348,0.054824043,0.051999685,0.05640844
325,20,Cluster 22,1,0.2,75.9109589,73.4109589,77.90410959,other,348,,348,0.218134939,0.210951031,0.223862384
326,20,Cluster 22,1,0.8,88.13150685,87.84931507,88.4109589,other,348,,348,0.253251456,0.252440561,0.25405448
327,20,Cluster 22,3,0.2,8.349315068,7.479452055,8.849315068,other,348,,348,0.023992285,0.021492678,0.025429066
328,20,Cluster 22,3,0.8,9.236986301,9.095890411,9.273972603,other,348,,348,0.026543064,0.026137616,0.026649347
329,20,Cluster 23,1,0.2,78.7369863,76.5890411,81.30136986,other,348,,348,0.226255708,0.220083451,0.233624626
330,20,Cluster 23,1,0.8,89.10890411,88.97260274,89.26027397,other,348,,348,0.256060069,0.255668399,0.25649504
331,20,Cluster 23,3,0.2,15.10958904,13.26027397,16.79452055,other,348,,348,0.043418359,0.038104236,0.048260117
332,20,Cluster 23,3,0.8,20.28493151,19.91780822,20.54794521,other,348,,348,0.058290033,0.057235081,0.05904582
333,20,Cluster 24,1,0.2,73.70890411,68.69863014,75.80821918,other,348,,348,0.211807196,0.197409857,0.21783971
334,20,Cluster 24,1,0.8,87.45,87.05479452,87.8630137,other,348,,348,0.251293103,0.250157456,0.252479924
335,20,Cluster 24,3,0.2,10.55684932,9.479452055,12.73972603,other,348,,348,0.030335774,0.027239805,0.036608408
336,20,Cluster 24,3,0.8,14.02671233,13.43835616,14.19178082,other,348,,348,0.040306645,0.038615966,0.040780979
337,20,Cluster 25,1,0.2,71.43972603,68.36986301,73.71232877,other,348,,348,0.205286569,0.196465124,0.211817037
338,20,Cluster 25,1,0.8,86.14520548,85.23287671,86.45205479,other,348,,348,0.247543694,0.24492206,0.248425445
339,20,Cluster 25,3,0.2,9.635616438,9.191780822,10.19178082,other,348,,348,0.027688553,0.026413163,0.029286726
340,20,Cluster 25,3,0.8,10.44589041,10.38356164,10.49315068,other,348,,348,0.030016926,0.029837821,0.030152732
341,20,Cluster 26,1,0.2,72.94931507,69.60273973,75.17808219,other,348,,348,0.209624469,0.200007873,0.216028972
342,20,Cluster 26,1,0.8,86.97808219,86.45205479,87.35616438,other,348,,348,0.249937018,0.248425445,0.251023461
343,20,Cluster 26,3,0.2,8.304794521,6.849315068,9.479452055,other,348,,348,0.023864352,0.01968194,0.027239805
344,20,Cluster 26,3,0.8,10.66438356,10.42465753,10.76712329,other,348,,348,0.03064478,0.029955912,0.030940009
345,20,Cluster 27,1,0.2,77.33767123,73.39726027,80.02739726,other,348,,348,0.222234687,0.210911667,0.229963785
346,20,Cluster 27,1,0.8,89.26712329,89.12328767,89.39726027,other,348,,348,0.256514722,0.256101401,0.256888679
347,20,Cluster 27,3,0.2,9.82260274,9.109589041,10.26027397,other,348,,348,0.02822587,0.02617698,0.029483546
348,20,Cluster 27,3,0.8,10.78835616,10.75342466,10.82191781,other,348,,348,0.031001023,0.030900646,0.031097465
349,20,Cluster 28,1,0.2,76.20616438,71.76712329,78.84931507,other,348,,348,0.218983231,0.206227366,0.226578492
350,20,Cluster 28,1,0.8,88.35547945,88.01369863,88.69863014,other,348,,348,0.253895056,0.252912927,0.254881121
351,20,Cluster 28,3,0.2,8.339726027,7.123287671,9.424657534,other,348,,348,0.02396473,0.020469217,0.027082349
352,20,Cluster 28,3,0.8,10.49041096,10.26027397,10.60273973,other,348,,348,0.030144859,0.029483546,0.030467643
353,20,Cluster 29,1,0.2,76.73767123,72.80821918,79.5890411,other,348,,348,0.22051055,0.209219021,0.228704141
354,20,Cluster 29,1,0.8,88.54315068,88.08219178,88.84931507,other,348,,348,0.254434341,0.253109746,0.255314124
355,20,Cluster 29,3,0.2,8.050684932,7.808219178,8.452054795,other,348,,348,0.023134152,0.022437411,0.024287514
356,20,Cluster 29,3,0.8,8.633561644,8.589041096,8.657534247,other,348,,348,0.024809085,0.024681153,0.024877972
357,20,Cluster 30,1,0.2,73.0130137,70.83561644,74.75342466,other,348,,348,0.209807511,0.203550622,0.214808692
358,20,Cluster 30,1,0.8,87.22808219,86.91780822,87.53424658,other,348,,348,0.250655409,0.249763817,0.251535191
359,20,Cluster 30,3,0.2,7.849315068,6.931506849,9.136986301,other,348,,348,0.022555503,0.019918123,0.026255708
360,20,Cluster 30,3,0.8,10.5369863,9.876712329,10.80821918,other,348,,348,0.030278696,0.028381357,0.031058101
361,30,Cluster 1,1,0.2,79.33219178,77.56164384,80.94520548,other,502,,502,0.158032255,0.154505267,0.161245429
362,30,Cluster 1,1,0.8,89.34520548,89.04109589,89.60273973,other,502,,502,0.177978497,0.177372701,0.178491513
363,30,Cluster 1,3,0.2,20.48767123,18.53424658,23.46575342,other,502,,502,0.040812094,0.03692081,0.046744529
364,30,Cluster 1,3,0.8,29.74794521,28.64383562,30.2739726,other,502,,502,0.059258855,0.057059433,0.060306718
365,30,Cluster 2,1,0.2,78.54246575,76.5890411,80.30136986,other,502,,502,0.156459095,0.152567811,0.159962888
366,30,Cluster 2,1,0.8,89.4869863,89.23287671,89.68493151,other,502,,502,0.178260929,0.177754734,0.178655242
367,30,Cluster 2,3,0.2,15.58630137,13.78082192,16.94520548,other,502,,502,0.031048409,0.027451836,0.033755389
368,30,Cluster 2,3,0.8,21.9630137,21.39726027,22.31506849,other,502,,502,0.043751023,0.042624024,0.044452328
369,30,Cluster 3,1,0.2,80.87328767,79.38356164,82.57534247,other,502,,502,0.161102167,0.158134585,0.164492714
370,30,Cluster 3,1,0.8,91.04520548,90.75342466,91.20547945,other,502,,502,0.181364951,0.180783714,0.181684222
371,30,Cluster 3,3,0.2,16.26986301,14.53424658,17.76712329,other,502,,502,0.032410086,0.028952682,0.035392676
372,30,Cluster 3,3,0.8,27.80068493,25.16438356,29.78082192,other,502,,502,0.05537985,0.050128254,0.059324346
373,30,Cluster 4,1,0.2,78.38493151,76.23287671,81.19178082,other,502,,502,0.156145282,0.15185832,0.161736615
374,30,Cluster 4,1,0.8,89.86780822,89.45205479,90.09589041,other,502,,502,0.179019538,0.178191344,0.179473885
375,30,Cluster 4,3,0.2,18.05547945,15.52054795,20.04109589,other,502,,502,0.035967091,0.030917426,0.039922502
376,30,Cluster 4,3,0.8,24.46232877,23.73972603,24.89041096,other,502,,502,0.048729739,0.047290291,0.049582492
377,30,Cluster 5,1,0.2,79.91027397,77.8630137,81.5890411,other,502,,502,0.159183813,0.155105605,0.16252797
378,30,Cluster 5,1,0.8,90.45273973,90.17808219,90.69863014,other,502,,502,0.18018474,0.179637614,0.180674562
379,30,Cluster 5,3,0.2,12.73082192,12.09589041,13.2739726,other,502,,502,0.025360203,0.024095399,0.026442176
380,30,Cluster 5,3,0.8,13.93356164,13.83561644,14.01369863,other,502,,502,0.027756099,0.027560989,0.027915734
381,30,Cluster 6,1,0.2,78.01849315,76.53424658,80.50684932,other,502,,502,0.155415325,0.152458659,0.16037221
382,30,Cluster 6,1,0.8,88.8,88.63013699,89.01369863,other,502,,502,0.17689243,0.176554058,0.177318125
383,30,Cluster 6,3,0.2,12.48835616,11.1369863,13.39726027,other,502,,502,0.024877204,0.022185232,0.026687769
384,30,Cluster 6,3,0.8,14.3890411,14.21917808,14.46575342,other,502,,502,0.028663428,0.028325056,0.028816242
385,30,Cluster 7,1,0.2,75.79931507,72.34246575,79.1369863,other,502,,502,0.150994652,0.144108498,0.157643399
386,30,Cluster 7,1,0.8,88.28013699,88.09589041,88.46575342,other,502,,502,0.175856847,0.175489822,0.1762266
387,30,Cluster 7,3,0.2,11.31027397,10.26027397,12.23287671,other,502,,502,0.022530426,0.020438793,0.02436828
388,30,Cluster 7,3,0.8,13.06369863,12.78082192,13.20547945,other,502,,502,0.026023304,0.025459805,0.026305736
389,30,Cluster 8,1,0.2,80.40136986,77.80821918,81.89041096,other,502,,502,0.160162091,0.154996453,0.163128309
390,30,Cluster 8,1,0.8,90.30205479,90.09589041,90.39726027,other,502,,502,0.179884571,0.179473885,0.180074224
391,30,Cluster 8,3,0.2,15.5609589,14.93150685,15.90410959,other,502,,502,0.030997926,0.029744038,0.031681493
392,30,Cluster 8,3,0.8,17.35,17.24657534,17.42465753,other,502,,502,0.034561753,0.034355728,0.034710473
393,30,Cluster 9,1,0.2,78.10068493,74.75342466,80.12328767,other,502,,502,0.155579054,0.148911204,0.159608143
394,30,Cluster 9,1,0.8,89.13356164,88.97260274,89.30136986,other,502,,502,0.177556896,0.17723626,0.177891175
